abalone,[ˌæbəˈloʊni],n.[动]鲍鱼(软体动物)
so-called,[ˌsoʊ ˈkɔːld],"a.所谓的,号称的"
sociability,[ˌsoʊʃəˈbɪləti],"n.好交际,善于交际"
sociably,,"ad.和蔼可亲地,善于应酬地"
social,[ˈsoʊʃl],"a.社会的,社交的,群居的"
socialization,[ˌsoʊʃələˈzeɪʃn],"n.社会化, 社会主义化"
socialize,[ˈsoʊʃəlaɪz],"v.使社会化, 使社会主义化,交际"
socially,[ˈsoʊʃəli],"ad.社交上,社会上"
society,[səˈsaɪəti],"n.社会,社团"
sociobiology,,n.生物社会学
sociologist,[ˌsoʊsiˈɑːlədʒɪst],n.社会学家
sociology,[ˌsoʊsiˈɑːlədʒi],n.社会学
sod,[sɑːd],n.草地 
soda,[ˈsoʊdə],"n.苏打, 碳酸水"
sodium,[ˈsoʊdiəm],n.[化] 钠
soft,[sɔːft],"a.软的,温和的"
softball,[ˈsɔːftbɔːl],"n.垒球运动, 垒球"
soften,[ˈsɔːfn],"v.(使)变柔软,(使)变柔和"
softness,[ˈsɔːftnəs],"n.柔和, 温柔"
softwood,[ˈsɔːftwʊd],n.软木材
soil,[sɔɪl],n.土壤.v.弄脏
soilless,,a.不用泥土(培植)的
solar,[ˈsoʊlər],a.太阳(能)的
solder,[ˈsɑːdər],n.焊料.v.焊接
soldier,[ˈsoʊldʒər],"n.士兵,军人"
solely,[ˈsoʊlli],"ad.独自地, 单独地"
solemn,[ˈsɑːləm],"a.庄严的,严肃的,神圣的,隆重的"
solid,[ˈsɑːlɪd],"n.固体,立方体.a.固体的,实心的,可靠的"
solidarity,[ˌsɑːlɪˈdærəti],n.团结
solidify,[səˈlɪdɪfaɪ],"v.(使)凝固,团结"
solidly,[ˈsɑːlɪdli],"ad.坚硬地, 稳固地"
solitary,[ˈsɑːləteri],a.孤独的
solitude,[ˈsɑːlətuːd],"n.孤独,隐居,荒僻的地方"
solo,[ˈsoʊloʊ],n.独奏曲.a.单独的
soloist,[ˈsoʊloʊɪst],"n.独奏者, 独唱者"
soluble,[ˈsɑːljəbl],"a.可溶的, 可溶解的"
solution,[səˈluːʃn],"n.解决,解答,溶液"
solve,[sɑːlv],"vt.解决,解答"
some,"[səm,sʌm]","a.一些,若干.pron.一些.ad.大约"
someday,"['sʌm,de]",ad.有朝一日
somehow,[ˈsʌmhaʊ],"ad.以某种方式,不知怎么地"
someone,[ˈsʌmwʌn],"pron.有人, 某人"
somerset,,n.翻筋斗.vi.翻筋斗
something,[ˈsʌmθɪŋ],"pron.某事,某物.ad.有点,大约
"
sometime,[ˈsʌmtaɪm],ad.将来(或过去)某个时候.a.以前的
somewhat,[ˈsʌmwʌt],"ad.稍微,有点,有些"
somewhere,[ˈsʌmwer],"ad.某处, 在某处"
son,[sʌn],n.儿子
sonar,[ˈsoʊnɑːr],"n.声纳, 声波定位仪"
song,[sɔːŋ],n.歌(曲)
songbird,[ˈsɔːŋbɜːrd],"n.鸣禽,鸣鸟"
songwriter,[ˈsɔːŋraɪtər],"n.歌曲作家,歌曲作者"
sonic,[ˈsɑːnɪk],a.音速的
soon,[suːn],"ad.不久,很快"
soothe,[suːð],"v.缓和, 安慰"
sophisticated,[səˈfɪstɪkeɪtɪd],"a.诡辩的,久经世故的,富有经验的"
sophistication,[səˌfɪstɪˈkeɪʃn],"n.老练, 精明"
sorghum,[ˈsɔːrɡəm],n.[植]高粱属的植物
sorrow,[ˈsɑːroʊ],"n.悲哀, 悲痛"
sorrowful,[ˈsɑːroʊfl],"a.悲伤的,使人伤心的"
sort,[sɔːrt],"n.种类v.分类,拣选"
soul,[soʊl],"n.灵魂, 精髓"
sound,[saʊnd],"n.声音.v.响,听起来.a.合理的 ad.酣畅地"
soundly,[ˈsaʊndli],"ad.完全地, 健全地,香甜地(睡)"
soup,[suːp],n.汤
sour,[ˈsaʊər],"a.酸的, 发酵的.vt.变酸"
source,[sɔːrs],"n.来源,原始资料"
south,[saʊθ],n.南部.a.南方的.ad.在南方
southeast,"[,saʊθ'ist]",n./a.东南(的)
southeastern,"[,saʊθ'istɚn]",a.东南方的
southerly,[ˈsʌðərli],a.向南方的 ad.在南方 
southern,[ˈsʌðərn],"a.南的,南方的"
southerner,[ˈsʌðərnər],"n.南方人, 居住在南方的人"
southernmost,[ˈsʌðərnmoʊst],a.最南的
southward,[ˈsaʊθwərd],a.向南.a.向南的
southwest,"[,saʊθ'wɛst]",n.西南方(的) 
southwestern,,"a.西南的, 来自西南的"
souvenir,"[ˌsuːvəˈnɪr,ˈsuːvənɪr]",n.纪念品
sovereignty,[ˈsɑːvrənti],"n.君主, 主权"
Soviet,,n./a.苏维埃(的) 
sow,[so],"n.大母猪.v.播种,散布"
space,[speɪs],"n.空间,间隔,太空.vt.分隔开"
spacecraft,[ˈspeɪskræft],n.太空船
spaceship,[ˈspeɪsʃɪp],n.太空船
spacious,[ˈspeɪʃəs],"a.广大的,大规模的,宽敞的"
Spain,[speɪn],n.西班牙(欧洲南部国家)
span,[spæn],"n.跨度vt.横越,持续"
Spanish,[ˈspænɪʃ],"a./n.西班牙(的),西班牙人(的)"
spank,[spæŋk],vt.鞭策...前进.vi.轻快的移动.n.拍击
spar,[spɑːr],"n.争论,园材(如桅,桁等)"
spare,[sper],"a.备用的,多余的.v.抽出(时间)"
sparingly,[ˈsperɪŋli],"ad.节俭地, 保守地"
spark,[spɑːrk],"n.火花.vt.触发,引起"
sparrow,[ˈspæroʊ],n.[鸟]麻雀
sparrowhawks,,n.雀鹰
sparse,[spɑːrs],"a.稀少的, 稀疏的"
sparsely,[ˈspɑːrsli],"ad.稀疏地,贫乏地"
spatial,[ˈspeɪʃl],a.空间的
spatter,[ˈspætər],"v.溅污 
n.滴落"
spawn,[spɔːn],vi.产卵.n.卵
speak,[spiːk],"v.说话,谈话,演讲,陈述,表明"
speaker,[ˈspiːkər],"n.说话者, 演讲人,扬声器"
spear,[spɪr],"n.矛, 枪"
spearhead,[ˈspɪrhed],v.充当先锋
special,[ˈspeʃl],"a.特别的,特殊的,专门的,专用的"
specialist,[ˈspeʃəlɪst],"n.专门医师, 专家"
speciality,[ˌspeʃiˈæləti],"n.特性, 特质,专长"
specialization,[ˌspeʃələˈzeɪʃn],"n.特殊化, 专门化"
specialize,[ˈspeʃəlaɪz],"vi.专攻,详细说明"
specially,[ˈspeʃəli],"ad.专门地,特别地"
species,[ˈspiːʃiːz],"n.种类,物种"
specific,[spəˈsɪfɪk],"a.特定的,具体的n.细节,特性"
specifically,[spəˈsɪfɪkli],"ad.特别地,明确地,具体地"
specification,[ˌspesɪfɪˈkeɪʃn],"n.详述, 规格"
specify,[ˈspesɪfaɪ],"vt.指定, 详细说明"
specimen,[ˈspesɪmən],"n.范例,标本,样品"
speck,[spek],n.斑点.v.用斑点标记
speckle,[ˈspekl],n.小斑点 .vt.点缀
spectacle,[ˈspektəkl],"n.景象, 场面,奇观"
spectacular,[spekˈtækjələr],"a.引人入胜的, 壮观的"
spectacularly,[spekˈtækjələrli],"ad.壮观地, 令人吃惊地,引人注目地"
spectator,[ˈspekteɪtər],"n.观众(指比赛或表演),旁观者"
spectrum,[ˈspektrəm],n.光谱
speculate,[ˈspekjuleɪt],"vi.推测, 思索, 做投机买卖"
speculation,[ˌspekjuˈleɪʃn],"n.思索, 做投机买卖"
speculative,"[ˈspekjələtɪv,ˈspekjəleɪtɪv]","a.推测的, 思索的,投机的"
speculator,[ˈspekjuleɪtər],"n.投机者,思索家"
speech,[spiːtʃ],n.演说
speechwriter,,n.演讲稿撰写人
speed,[spiːd],"n.速度.v.加速,急行,使繁荣"
speedy,[ˈspiːdi],"a.快的, 迅速的"
spell,[spel],"vt.拼写.n.咒语,一段时间"
spend,[spend],"v.花费,度过"
spew,[spjuː],"v.喷涌,呕吐"
sphere,[sfɪr],"n.球, 范围"
spherical,"[ˈsfɪrɪkl,ˈsferɪkl]",a.球(面、状)的
spheroidal,[sfɪ'rɔɪdəl],a.球状的
spider,[ˈspaɪdər],"n.蜘蛛,三脚架"
spidery,[ˈspaɪdəri],"a.蜘蛛(网)一般的, 细长足的"
spiky,[ˈspaɪki],"a.大钉似的, 尖刻的"
spill,[spɪl],v.(使)溢出.n.溢出
spillage,[ˈspɪlɪdʒ],"n.溢出, 溢出量"
spin,[spɪn],"v.旋转,纺纱 "
spinal,[ˈspaɪnl],a.脊椎骨.n.脊髓麻醉
spine,[spaɪn],n.脊柱
spinet,[ˈspɪnət],"n.古时的小型竖琴, 小型立式钢琴"
spiny,[ˈspaɪni],"a.多剌的, 剌状的"
spiral,[ˈspaɪrəl],v.盘旋.a.螺旋的.n.螺旋(线)
spirit,[ˈspɪrɪt],"n.精神, 灵魂"
spiritual,[ˈspɪrɪtʃuəl],a.精神上的
spit,[spɪt],n.唾液.v.吐(唾沫)
spite,[spaɪt],"n.(in ～ of)不顾,不管,恶意"
splash,[splæʃ],"n./v.溅, 飞溅"
splinter,[ˈsplɪntər],"n.尖片, 碎片.vt.分裂"
split,[splɪt],"v.分裂,撕裂.n.裂口"
spoil,[spɔɪl],"vt.损坏,溺爱.vi.变质"
spoilage,[ˈspɔɪlɪdʒ],"n.损坏,腐物"
sponge,[spʌndʒ],n.海绵.vt.擦
sponsor,[ˈspɑːnsər],"n.发起人.v.发起, 主办, 赞助"
spontaneity,[ˌspɑːntəˈneɪəti],n.自发性
spontaneous,[spɑːnˈteɪniəs],"a.自发的,自然产生的"
spontaneously,[spɑːnˈteɪniəsli],"ad.自发地,自然地"
spoon,[spuːn],"n.匙,调羹 "
spoonful,[ˈspuːnfʊl],n.一匙
spore,[spɔːr],n.孢子
sport,[spɔːrt],"n.运动,运动会"
spot,[spɑːt],"n.地点,污点.vt.认出,玷污"
spotlight,[ˈspɑːtlaɪt],"n.聚光灯.vt.用聚光灯照, 使瞩目"
spout,[spaʊt],vt.喷出
sprawl,[sprɔːl],"v.伸开,扩张, 蔓延 "
spray,[spreɪ],n.喷雾.vt.喷射
spread,[spred],"v.传播,展开,散布.n.范围"
spring,[sprɪŋ],"n.春天,泉.vi.跳,涌现"
springboard,[ˈsprɪŋbɔːrd],n.跳板.vi.利用跳板
springtime,[ˈsprɪŋtaɪm],"n.春天, 春季"
sprout,[spraʊt],"v.萌芽 
n.苗芽"
spruce,[spruːs],n.云杉 
spur,[spɜːr],"n.踢马剌.v.鞭策, 刺激"
spurge,,n.[植]大戟
spy,[spaɪ],"n.间谍, 侦探.v.侦察"
squander,[ˈskwɑːndər],v.浪费.n.浪费
square,[skwer],"a.正方形的,平方的.n.正方形,广场.v.求平方"
square,[skwer],"a.正方形的,平方的.n.正方形,广场"
squarely,[ˈskwerli],"ad.方形地, 直角地,公平地"
squash,[skwɑːʃ],"vt.压碎,硬塞n.美国南瓜"
squat,[skwɑːt],v.蹲(下).a.矮胖的.n.蹲姿
squeak,[skwiːk],n.吱吱声.v.吱吱叫
squeeze,[skwiːz],"n./v.压榨, 挤,拮据"
squirrel,[ˈskwɜːrəl],n.松鼠 
squirt,[skwɜːrt],"vi.喷出n.注射,喷射vt.喷湿"
stability,[stəˈbɪləti],"n.稳定性,坚定,恒心"
stabilization,[ˌsteɪbələˈzeɪʃn],n.稳定性
stabilize,[ˈsteɪbəlaɪz],"v.稳定,安定"
stabilizer,[ˈsteɪbəlaɪzər],"n.稳定器, 安定装置"
stable,[ˈsteɪbl],"a.稳定的,坚定的,牢固的"
staff,[stæf],"n.全体职工,全体人员 ,棒,支撑"
stag,[stæɡ],n.牡鹿.vi.不带女伴参加晚会
stage,[steɪdʒ],"n.舞台,阶段"
stagecoach,[ˈsteɪdʒkoʊtʃ],n.公共马车
stagecoach,[ˈsteɪdʒkoʊtʃ],"n.驿马车, 公共马车"
stagecraft,[ˈsteɪdʒkræft],"n.编剧才能,演出技术"
stagger,[ˈstæɡər],"v.蹒跚,交错.a.交错的"
stagnant,[ˈstæɡnənt],"a.停滞的,萧条的"
stagnate,[ˈstæɡneɪt],"v.(使)淤塞, (使)停滞, (使)沉滞, (使)变萧条"
stain,[steɪn],n.污点v.染污
stair,[ster],n.楼梯
stake,[steɪk],n.树桩
stalk,[stɔːk],"n.茎,梗.v.跟踪,高视阔步地走"
Stamford,,n.斯坦福德[美国康涅狄格州西南部城市]
stamp,[stæmp],"n.邮票,图章.v.跺脚,盖章"
stance,[stæns],"n.站姿,立场,位置"
stand,[stænd],"v.站,坐落,处于,忍受.n.立场,看台,停止"
standard,[ˈstændərd],"n.标准,规格.a.标准的,合规格的"
standardize,[ˈstændərdaɪz],"vt.使符合标准, 使标准化"
standpoint,[ˈstændpɔɪnt],"n.立场, 观点"
staple,[ˈsteɪpl],vt.订.a.主要的
star,[stɑːr],"n.星,明星.v.变成演员,担任主角"
starch,[stɑːrtʃ],n.淀粉
starfish,[ˈstɑːrfɪʃ],n.海星
stark,[stɑːrk],"a.荒凉的,严酷的.ad.完全"
starlike,"['stɑr,laɪk]","a.星形的, 星般闪烁的"
starling,[ˈstɑːrlɪŋ],n.欧掠鸟
start,[stɑːrt],"v.开始,出发,起点,启动"
startle,[ˈstɑːrtl],v.震惊
starvation,[stɑːrˈveɪʃn],"n.饥饿, 饿死"
starve,[stɑːrv],v.(使)饿死 
stash,[stæʃ],v.存放 .n.隐藏处
state,[steɪt],"n.状态,国家,政府,州.vt.陈述,说明"
stately,[ˈsteɪtli],"a.庄严的, 堂皇的"
statement,[ˈsteɪtmənt],"n.陈述,声明,报表"
statesman,[ˈsteɪtsmən],n.政治家
static,[ˈstætɪk],"a.静态的, 静止的"
station,[ˈsteɪʃn],"n.(车)站,台.vt.安置,派驻"
stationary,[ˈsteɪʃəneri],"a.固定的,静止不动的"
statistic,[stəˈtɪstɪk],n.统计数值
statistical,[stəˈtɪstɪkl],"a.统计的, 统计学的"
statuary,[ˈstætʃueri],n.雕象
statue,[ˈstætʃuː],"n.塑像,雕像"
statuette,[ˌstætʃuˈet],n.小雕像
stature,[ˈstætʃər],"n.身高,(精神、道德等的)高度"
status,"[ˈsteɪtəs,ˈstætəs]","n.身份,地位,情形,"
stave,[steɪv],"n.桶材,窄板 .v.敲破, 避开"
stay,[steɪ],"v./n.逗留,保持,延缓"
steadfastly,[ˈstedfæstli],"ad.踏实地, 不变地"
steadily,[ˈstedəli],"ad.稳定地,坚定地"
steady,[ˈstedi],"a.稳固的,坚定的"
steal,[stiːl],"v.偷, 窃取"
stealthy,[ˈstelθi],"a.鬼鬼祟祟的, 秘密的"
steam,[stiːm],"n.蒸汽v.蒸,蒸发"
steamboat,[ˈstiːmboʊt],n.汽船
steamboat,[ˈstiːmboʊt],"n.轮船, 汽艇"
steamer,[ˈstiːmər],"n.汽船, 蒸汽机"
steam-powered,,a.蒸汽动力的
steamship,[ˈstiːmʃɪp],"n.汽船, 轮船"
steel,[stiːl],"n.钢,钢铁"
steep,[stiːp],"a.陡峭的,急剧的"
steer,[stɪr],"v.操纵, 驾驶"
stele,[stil],"n.石碑,  匾额"
stem,[stem],"n.茎,干.vi.起源于.vt.堵住"
stench,[stentʃ],"n.恶臭, 臭气 "
stencil,[ˈstensl],"n.模版,蜡纸.vt.用蜡纸印刷,用模板写"
step,[step],"n.(脚)步,步骤,台阶.vi.行走,踏上"
steppe,[step],n.特指西伯利亚一带没有树木的大草原
stepper,['stɛpɚ],"n.行走的人或动物, 跳舞者"
stereotype,[ˈsteriətaɪp],"n.老套,固定模式 ,陈腔滥调"
stereotypical,[ˌsteriəˈtɪpɪkl],"a.老一套的,陈规的"
sterile,[ˈsterəl],"a.贫脊的,不结果的,无菌的"
sterilize,[ˈsterəlaɪz],"vt.杀菌, 消毒, 使成不毛,使不育"
stern,[stɜːrn],"a.严厉的,坚决的.n.船尾"
stew,[stuː],"v.炖, 焖"
stewpot,"['stjʊ,pɑt]",n.双把炖锅
stick,[stɪk],"n.棍.vt.刺,戳"
stickpin,[ˈstɪkpɪn],n.领带夹(指插于领带上的装饰别针)
sticky,[ˈstɪki],"a.粘的, 粘性的"
stiff,[stɪf],"a.(僵)硬的,生硬的"
stiffen,[ˈstɪfn],"vt.弄硬,加强"
stifle,[ˈstaɪfl],"v.窒息, 抑制"
still,[stɪl],ad.仍然.a.静止的
stillness,[ˈstɪlnəs],"n.静止, 沉静"
stilt,[stɪlt],"n.高跷, 支柱"
stimulate,[ˈstɪmjuleɪt],"vt.刺激,激励vi.起刺激作用"
stimulation,[ˌstɪmjuˈleɪʃn],"n.激励,刺激
"
stimulus,[ˈstɪmjələs],"n.促进(因素),刺激(物),激励"
sting,[stɪŋ],"n./v.刺, 刺痛"
stinger,['stɪŋɚ],"n.刺激者, 讽刺者,刺"
stint,[stɪnt],"v.紧缩,节省"
stipulate,[ˈstɪpjuleɪt],"v.规定, 保证.adj.有明文规定的"
stir,[stɜːr],"n.轰动, 搅动.v.搅拌,激起"
stitch,[stɪtʃ],"v.缝, 缝合 "
stock,[stɑːk],"n.库存,股票.v.储备"
stocking,[ˈstɑːkɪŋ],n.长袜
stocky,[ˈstɑːki],"a.矮壮的, 健壮结实的"
stomach,[ˈstʌmək],n.胃 
stone,[stoʊn],n.石头
stonemason,[ˈstoʊnmeɪsn],n.石匠
stoneware,[ˈstoʊnwer],n.瓷器
stonework,[ˈstoʊnwɜːrk],"n.石雕工艺, 做石工的场所"
stony,[ˈstoʊni],"a.多石的, 无情的"
stop,[stɑːp],"n./v.停止,阻止"
storage,[ˈstɔːrɪdʒ],"n.贮藏(量),存储"
store,[stɔːr],"vt.储存,贮藏.n.商店"
storefront,[ˈstɔːrfrʌnt],"n.店头, 店面,a.临街的"
storehouses,[ˈstɔːrhaʊs],"n.仓库,  储藏所,  宝藏"
storeroom,"[ˈstɔːruːm,ˈstɔːrʊm]","n.储藏室, 库房"
storm,[stɔːrm],"n.暴风雨,暴风雪 "
stormy,[ˈstɔːrmi],"a.暴风雨的, 激烈的, 暴怒的"
story,[ˈstɔːri],"n.故事,小说,新闻报道"
storyteller,[ˈstɔːritelər],"n.说故事的人, 作家"
storytelling,[ˈstɔːritelɪŋ],"n.说书, 讲故事"
stout,[staʊt],"a.发胖的,结实的"
stove,[stoʊv],n.炉
straight,[streɪt],"a.直的,连续的"
straighten,[ˈstreɪtn],"v.(使)弄直, 伸直,使正确"
straightforward,[ˌstreɪtˈfɔːrwərd],"a.正直的,简单的.ad.坦率地"
strain,[streɪn],"n./v.拉紧,紧张,劳累"
strait,[streɪt],"n.地峡.n.海峡,[常 pl.]困境,窘境"
strand,[strænd],vt.使搁浅
strange,[streɪndʒ],"a.陌生的,奇怪的"
strap,[stræp],"n.带, 皮带 .vt.用带捆扎"
stratagem,[ˈstrætədʒəm],"n.战略, 计谋"
strategy,[ˈstrætədʒi],n.策略
stratification,[ˌstrætɪfɪˈkeɪʃn],"n.分层, 成层法"
stratify,[ˈstrætɪfaɪ],vt.(使)成层
stratosphere,[ˈstrætəsfɪr],"n.平流层, 高层次"
stratum,[ˈstreɪtəm],"n.地层,阶层"
strawberry,[ˈstrɔːberi],n.[植]草莓
streak,[striːk],n.条纹vi.疾驶.vt.加条纹
stream,[striːm],"n.小河,溪流.v.涌流(出)"
streambed,,n.河床
streamline,[ˈstriːmlaɪn],a.流线型的
street,[striːt],n.街道
streetcar,[ˈstriːtkɑːr],n.路面电车
strength,[streŋθ],"n.力,力量"
strengthen,[ˈstreŋθn],"v.加强, 巩固"
strenuous,[ˈstrenjuəs],"a.奋发的, 费力的, 积极的"
streptomycin,"[,strɛptə'maɪsɪn]",n.链霉素
stress,[stres],"n.压力,重点.vt.着重,强调"
stressful,[ˈstresfl],"a.紧张的, 压力重的"
stretch,[stretʃ],"v./n.伸展,延伸.n.一段时间"
stretcher,[ˈstretʃər],"n.担架, 延伸器"
strict,[strɪkt],"a.严格的, 严厉的,精确的"
strictly,[ˈstrɪktli],"ad.严格地,完全地,确实地"
stride,[straɪd],"v.大步走(过), 跨过"
strike,[straɪk],"v./n.罢工,袭击,打"
strikingly,[ˈstraɪkɪŋli],"ad.醒目地, 引人侧目地"
string,[strɪŋ],n.线.v.排成一列
stringent,[ˈstrɪndʒənt],"a.严厉的,迫切的"
strip,[strɪp],"vt.剥, 剥去 "
stripe,[straɪp],"n.条纹,种类"
strive,[straɪv],"v.努力, 奋斗,斗争"
stroke,[stroʊk],"n.中风,划桨,击,笔划,抚摸.vt.抚摸"
strong,[strɔːŋ],"a.强烈的,坚强的,强壮的,牢固的"
stronghold,[ˈstrɔːŋhoʊld],"n.要塞, 据点,堡垒"
strongly,[ˈstrɔːŋli],"ad.强烈地,强有力地"
structurally,,ad.在结构上
structure,[ˈstrʌktʃər],"n.结构,构造.vt.构造,组织"
struggle,[ˈstrʌɡl],"vi.努力,奋斗,挣扎 "
struggler,,"n.奋斗者,斗争者"
strut,[strʌt],n.高视阔步.v.昂首阔步地走
stubble,[ˈstʌbl],"n.短须, 麦茬"
stubbornness,[ˈstʌbərnnəs],"n.倔强, 顽强"
stud,[stʌd],"vt.镶嵌,点缀"
student,[ˈstuːdnt],n.学生
studio,[ˈstuːdioʊ],"n.画室,工作室"
study,[ˈstʌdi],"v./n.学习,研究,书房"
stuff,[stʌf],"n.物品原料,素材资料.vt.塞满"
stump,[stʌmp],"n.树桩,残余部分.vi.笨重地走,使为难"
stun,[stʌn],"vt.使晕倒,打晕.n.打昏,惊倒"
stunt,[stʌnt],"n.特技,噱头.v.阻碍正常成长"
sturdiness,,"n.强健, 雄壮, 坚固"
sty,[staɪ],"n.猪栏 .v.住在猪圈里, 关入猪栏"
style,[staɪl],"n.风格,式样,时尚v.设计"
stylish,[ˈstaɪlɪʃ],"a.时髦的, 漂亮的, 流行的"
stylistic,[staɪˈlɪstɪk],"a.风格上的,文体上"
stylize,"['staɪ,laɪz]","vt.使风格化, 仿效 ... 的风格"
subclass,['sʌbklæs],"n.[生]亚纲, 子集"
subdivide,"[ˈsʌbdɪvaɪd,ˌsʌbdɪˈvaɪd]","v.再分, 细分"
subdivision,"[,sʌbdɪ'vɪʒn]","n.细分, 一部"
subduction,[səb'dʌkʃən],n.[地]潜没(指地壳的板块沉到另一板块之下)
subfreezing,,a.低于冰点的
subglacial,[sʌb'gleɪʃəl],a.冰川下的
subject,"[ˈsʌbdʒɪkt,ˈsʌbdʒekt]","n.主题,学科,主语.vt.使服从"
subjective,[səbˈdʒektɪv],"a.主观的, 个人的.n.主语"
subjugate,[ˈsʌbdʒuɡeɪt],"v.使屈服,征服,抑制"
subjugation,[ˌsʌbdʒuˈɡeɪʃn],"n.镇压, 平息"
submarine,"[ˌsʌbməˈriːn,ˈsʌbməriːn]",n.潜水艇
submerge,[səbˈmɜːrdʒ],"v.浸没,淹没"
submit,[səbˈmɪt],"v.(使)服从,递交,主张"
subscribe,[səbˈskraɪb],"vt.订阅, 签名,捐赠,赞成"
subsequent,[ˈsʌbsɪkwənt],"a.后来的,随后的"
subsequently,[ˈsʌbsɪkwəntli],"a.其次,接着,随后"
subside,[səbˈsaɪd],"vi.下沉,平静"
subsidiary,[səbˈsɪdieri],"a.辅助的, 补充的"
subsidize,[ˈsʌbsɪdaɪz],"vt.资助,津贴"
subsidy,[ˈsʌbsədi],"n.补助金,津贴"
subsist,[səbˈsɪst],"v.生存, 存在, 供养,维持生活"
subsistence,[səbˈsɪstəns],"n.生存, 生活, 留存"
subspecies,[sʌb'spiʃiz],n.[生]亚种
substance,[ˈsʌbstəns],"n.物质,实质,主旨"
substantial,[səbˈstænʃl],"a.可观的,牢固的,实质的"
substantially,[səbˈstænʃəli],"ad.大体上,本质上"
substantiate,[səbˈstænʃieɪt],"vt.使实体化,证实"
substantiated,,"vt.证实, 实体化"
substantive,[ˈsʌbstəntɪv],"a.独立存在的,直接的"
substitute,[ˈsʌbstɪtuːt],"v.代替,替换"
substrate,[ˈsʌbstreɪt],"n.（土地）底层,基础"
subsurface,[sʌb'sɝfɪs],"a.地下的, 表面下的n.地表下岩石"
subterranean,[ˌsʌbtəˈreɪniən],"a.地下的,秘密的,隐蔽的"
subtitle,[ˈsʌbtaɪtl],"n.字幕,(书本中的)副题.vt.给…加字幕"
subtle,[ˈsʌtl],"a.微妙的,诡秘的,精细的"
subtlety,[ˈsʌtlti],"n.微妙, 精明"
subtract,[səbˈtrækt],"v.(～ from)减去, 减"
subtraction,[səbˈtrækʃn],"n.减少,扣除"
subtractive,[səb'træktɪv],"a.减去的,负的,有负号的"
subtropic,,"a.亚热带的,副热带的"
subtropical,[ˌsʌbˈtrɑːpɪkl],a.亚热带的
suburb,[ˈsʌbɜːrb],"n.市郊, 郊区"
suburban,[səˈbɜːrbən],"a.郊外的, 偏远的"
suburbanization,,n.市郊化
subway,[ˈsʌbweɪ],"n.地铁, 地下通道"
succeed,[səkˈsiːd],"v.成功, 继承, 接着发生"
success,[səkˈses],"n.成功,成就"
successful,[səkˈsesfl],"a.成功的,圆满的"
succession,[səkˈseʃn],"n.连续,继承"
successional,,"a.接连著的, 连续性的"
successive,[səkˈsesɪv],"a.连续的, 接连的"
successively,[səkˈsesɪvli],ad.一个接一个地
successor,[səkˈsesər],"n.接班人, 继任人"
succinct,[səkˈsɪŋkt],"a.简洁的, 紧身的"
succinctly,[səkˈsɪŋktli],"ad.简洁地, 简便地"
succulent,[ˈsʌkjələnt],a.多汁的
such,[sʌtʃ],"a.这样的,如此的"
suck,[sʌk],"v.吸,吮"
sudden,[ˈsʌdn],"a.突然的,意外的"
suddenly,[ˈsʌdənli],ad.突然地
suffer,[ˈsʌfər],"vt.遭受, 经历"
suffice,[səˈfaɪs],"vi.足够,有能力.vt.使满足"
sufficiency,[səˈfɪʃnsi],"n.充足,充裕"
sufficient,[səˈfɪʃnt],"a.足够的,充分的"
sugar,[ˈʃʊɡər],n.糖.vt.在…中加糖
sugarcane,"['ʃʊgɚ,ken]",n.[植]甘蔗
sugarlike,,a.类糖的(糖似的)
suggest,"[səˈdʒest,səɡˈdʒest]","vt.建议,暗示"
suggestive,"[səˈdʒestɪv,səɡˈdʒestɪv]","a.提示的,暗示的"
suit,[suːt],"v.合适,相配.n.一套衣服,起诉"
suitable,[ˈsuːtəbl],"a.适当的,相配的"
suitably,[ˈsuːtəbli],"ad.合适地, 适宜地"
suite,[swiːt],"n.(一批)随员, (一套)家具, 组,套房"
sulfate,"['sʌl,fet]",n.硫酸盐 
sulfide,"['sʌl,faɪd]",n.<美>[化]硫化物
sulfur,['sʌlfɚ],n.[化] 硫磺
sulfuric,[sʌl'fjʊrɪk],"a.[化] 硫磺的,含硫的"
sully,[ˈsʌli],"v.玷污,使丢脸n.污点,损伤"
sum,[sʌm],"n.总数,总和.vi.共计,概括
"
sumerian,,n.闪族人[语]
summarization,,"n.摘要, 概要"
summarize,[ˈsʌməraɪz],"vt.概述, 总结"
summary,[ˈsʌməri],"n.摘要,概要.adj. 扼要的,简易的"
summer,[ˈsʌmər],n.夏季 
summertime,[ˈsʌmərtaɪm],n.夏季
summit,[ˈsʌmɪt],"n.顶点, 最高阶层 "
sumptuous,[ˈsʌmptʃuəs],"a.奢侈的,华丽的"
sun,[sʌn],n.太阳
sunbaked,,a.晒干的
sunburst,[ˈsʌnbɜːrst],n.从云隙射下的阳光
sundial,[ˈsʌndaɪəl],"n.日昝仪, 日规"
sun-dried,[ˈsʌn draɪd],a.太阳晒干的
sunflower,[ˈsʌnflaʊər],n.[植]向日葵
sunlight,[ˈsʌnlaɪt],"n.日光,阳光"
sunlit,[ˈsʌnlɪt],"a.被日光照射了的, 阳光照射的"
sunrise,[ˈsʌnraɪz],n.日出
sunset,[ˈsʌnset],"n.日落, 晚年"
sunshine,[ˈsʌnʃaɪn],n.阳光
superb,[suːˈpɜːrb],"a.庄重的, 华丽的, 极好的"
superbly,[suːˈpɜːrbli],"ad.雄伟地, 壮丽地"
